Company Name,Other income,Profit after tax,Total capital,Reserves and funds,Deposits (accepted by commercial banks),Current liabilities & provisions,Income from financial services,Other income.1,Profit after tax.1,Total capital.1,Reserves and funds.1,Deposits (accepted by commercial banks).1,Current liabilities & provisions.1,Income from financial services.1,Other income.2,Profit after tax.2,Total capital.2,Reserves and funds.2,Deposits (accepted by commercial banks).2,Current liabilities & provisions.2,Income from financial services.2,Other income.3,Profit after tax.3,Total capital.3,Reserves and funds.3,Deposits (accepted by commercial banks).3,Current liabilities & provisions.3,Income from financial services.3,Other income.4,Profit after tax.4,Total capital.4,Reserves and funds.4,Deposits (accepted by commercial banks).4,Current liabilities & provisions.4,Income from financial services.4,Other income.5,Profit after tax.5,Total capital.5,Reserves and funds.5,Deposits (accepted by commercial banks).5,Current liabilities & provisions.5,Income from financial services.5,Other income.6,Profit after tax.6,Total capital.6,Reserves and funds.6,Deposits (accepted by commercial banks).6,Current liabilities & provisions.6,Income from financial services.6
Lakshmi Vilas Bank Ltd. [Merged],-0.178359306,0.016818532,-0.449411099,-0.2506138,-0.220875864,-0.229451425,-0.19529181,-0.158635337,0.024547902,-0.378852477,-0.225766353,-0.191969896,-0.217647285,-0.187314353,-0.19690422,-0.008243197,-0.354661737,-0.215590769,-0.177279337,-0.234504178,-0.168605924,-0.148961488,-0.112958518,-0.353600792,-0.205168266,-0.171518464,-0.250489282,-0.172242724,-0.112146727,-0.368462002,-0.33222279,-0.208340078,-0.170599371,-0.216236574,-0.190761508,-0.138433981,-0.360788553,-0.326689797,-0.226009142,-0.191459682,-0.203098239,-0.212720654,-0.164703176,-0.338050266,-0.347475415,-0.235835706,-0.222457065,-0.217761702,-0.212720654
M U F G Bank Ltd.,-0.284076958,0.076595893,2.303608878,-0.26368262,-0.284887317,-0.226289025,-0.243321433,-0.190674153,0.060914357,1.746959958,-0.254398918,-0.259819219,-0.221060401,-0.240258382,-0.26644974,-0.004923251,0.7124609,-0.207248837,-0.241773906,-0.249451263,-0.235114883,-0.128290861,-0.018098928,0.65277529,-0.19184891,-0.232950402,-0.274926903,-0.232865001,-0.26455864,-0.139090245,0.526928696,-0.190552227,-0.23606447,-0.142922935,-0.223807856,-0.191360904,-0.124417829,0.480831864,-0.185942845,-0.226464109,-0.106768146,-0.219934827,-0.250373437,-0.158100288,0.398979128,-0.180434193,-0.226768531,-0.00158384,-0.219934827
Madhya Pradesh Rajya Sahakari Bank Maryadit,-0.400679652,-0.007001343,-0.518637733,-0.296296972,-0.30521297,-0.270318518,-0.297100147,-0.358022527,-0.031901861,-0.488948293,-0.287701655,-0.283792531,-0.276594544,-0.295719866,-0.295911624,-0.071155085,-0.431616988,-0.279990208,-0.271277308,-0.287236751,-0.28973082,-0.261693644,-0.198361433,-0.430605743,-0.272901029,-0.267149784,-0.297780705,-0.285173849,-0.267184591,-0.216691929,-0.424801662,-0.271860643,-0.265218344,-0.256378313,-0.276517312,-0.24438707,-0.194246947,-0.44122247,-0.266776157,-0.266001407,-0.244398971,-0.26411393,-0.26340781,-0.220561614,-0.459705166,-0.252490256,-0.269805603,-0.25527844,-0.26411393
Madhyanchal Gramin Bank,0,-1.39E-17,0,4.71E-17,0,0,-0.277549435,-0.354497221,-0.080596004,-0.435790073,-0.292367537,-0.256619174,-0.24303673,-0.27860053,-0.289733187,-0.113148407,-0.326934903,-0.28929899,-0.244895486,-0.267747921,-0.270174392,-0.257353548,-0.331474914,-0.304707016,-0.29473713,-0.243031391,-0.259536298,-0.262698562,-0.263790069,-0.241241017,-0.309160625,-0.294408564,-0.240908793,-0.213305242,-0.254977405,-0.236043044,-0.189502714,-0.088870851,-0.285583259,-0.242838443,-0.201198416,-0.246877113,-0.260548856,-0.210077877,-0.132373379,-0.265679979,-0.248041794,-0.212560377,-0.246877113
Mahanagar Co-Op. Bank Ltd.,-0.398555742,-0.009513079,-0.531913261,-0.296081703,-0.304807701,-0.268155562,-0.289317258,-0.338094177,-0.015486257,-0.457613158,-0.279344631,-0.275388032,-0.261270706,-0.288959302,-0.280037613,-0.058471002,-0.409494459,-0.271385372,-0.263946454,-0.274160446,-0.283687927,-0.244517162,-0.185159982,-0.411640309,-0.264590362,-0.260693612,-0.286084612,-0.280278396,-0.259189317,-0.20513521,-0.411962932,-0.2632858,-0.259349605,-0.246107542,-0.273158397,-0.238539381,-0.188207153,-0.432708461,-0.258693747,-0.260548465,-0.235681189,-0.262240303,-0.260764046,-0.215986305,-0.453679676,-0.245879266,-0.265412928,-0.249236942,-0.262240303
Malad Sahakari Bank Ltd.,-0.402272585,-0.011099439,-0.543150966,-0.299192243,-0.306734198,-0.272697055,-0.299810698,5.89E-17,-0.033692322,-0.506917164,-0.289817484,-0.284338546,-0.27844574,-0.298261938,3.33E-17,-0.072756941,-0.444672649,-0.28228922,-0.271936132,-0.289272578,-0.292655321,3.48E-17,-0.200170086,-0.444768663,-0.274886528,-0.267914873,-0.299339587,-0.288769327,-3.03E-17,-0.218030506,-0.44102619,-0.273920789,-0.2660151,-0.257287681,-0.280156924,-0.241050986,-0.194701595,-0.459824937,-0.268663821,-0.26708432,-0.246135517,-0.267462921,-0.260887012,-0.22031578,-0.47830438,-0.254120164,-0.271238002,-0.2582103,-0.267462921
Mandvi Co-Operative Bank Ltd. [Merged],-0.401555766,-0.011887723,-0.545188789,-0.299219151,-0.306680501,-0.272727173,-0.300260689,-0.35721378,-0.035300082,-0.511886481,-0.290429496,-0.284902535,-0.278835785,-0.297405971,3.33E-17,-0.069171835,-0.446782814,-0.282056436,-0.271762421,-0.289491413,-0.291990014,-0.260847693,-0.199195136,-0.446505955,-0.274597509,-0.267542952,-0.299478979,-0.288168808,-0.266319948,-0.217616671,-0.441946387,-0.273618501,-0.265670158,-0.257618804,-0.279666238,-0.243600762,-0.194784762,-0.459730813,-0.26845045,-0.266777813,-0.24634953,-0.267076009,-0.262811426,-0.219978638,-0.477626013,-0.253935287,-0.270875813,-0.258386828,-0.267076009
Mangal Co-Op. Bank Ltd.,-0.402564623,-0.012191285,-0.545040404,-0.299943616,-0.307313461,-0.272890445,-0.30153905,-0.357960316,-0.035756833,-0.512268161,-0.291252663,-0.285904739,-0.279129405,-0.299770473,-0.295712319,-0.073625067,-0.448608817,-0.283612776,-0.273333038,-0.289882663,-0.294079319,-0.261325839,-0.201069246,-0.448687554,-0.276074393,-0.269082076,-0.300450243,-0.290127134,-0.267045821,-0.218922039,-0.444491239,-0.275090864,-0.267117627,-0.258443089,-0.281184318,-0.244188584,-0.19548152,-0.463123581,-0.269821164,-0.268104018,-0.246976808,-0.26821126,-0.26322951,-0.220519471,-0.481408904,-0.25507291,-0.272154357,-0.259022994,-0.26821126
Mapusa Urban Co-Op. Bank Of Goa Ltd.,0,-1.39E-17,0,4.71E-17,0,0,-4.02E-17,5.89E-17,0,0,0,0,3.95E-17,-0.29912194,-0.29580611,-0.078997277,-0.446693356,-0.285011202,-0.272586981,-0.289837717,-0.29374554,-0.261301319,-0.206037015,-0.445906889,-0.277769411,-0.268458886,-0.300351134,-0.289920171,-0.266597488,-0.222598016,-0.442021236,-0.276972414,-0.266536065,-0.25831465,-0.279991737,-0.244318363,-0.196985924,-0.453291826,-0.270469656,-0.266952784,-0.246881794,-0.267420059,-0.263315586,-0.221494376,-0.47269788,-0.255729939,-0.271332412,-0.259001344,-0.267420059
Maratha Sahakari Bank Ltd.,-0.40288321,-0.01227452,-0.544427078,-0.299783716,-0.307188368,-0.272827831,-0.301279135,-0.358312846,-0.0357614,-0.511669448,-0.291049612,-0.285723419,-0.279056435,-0.299398384,-0.295606805,-0.073018468,-0.447956297,-0.283395482,-0.27309753,-0.289840665,-0.293579776,-0.26137488,-0.200276883,-0.448038565,-0.27583872,-0.268838826,-0.300348576,-0.289697568,-0.266832329,-0.21864104,-0.443782379,-0.274795681,-0.266811856,-0.258323863,-0.280773787,-0.244081707,-0.19496773,-0.462319243,-0.269460053,-0.267815037,-0.246360138,-0.267894085,-0.263081951,-0.220235709,-0.480594864,-0.254747751,-0.271851078,-0.258521305,-0.267894085
Mashreqbank P S C,-0.402431879,-0.006692884,-0.498061655,-0.296336818,-0.306817283,-0.272408555,-0.299656871,-0.358292109,-0.029366897,-0.476734551,-0.287266954,-0.285436353,-0.278101735,-0.298056926,-0.29546612,-0.069208158,-0.423639406,-0.279489357,-0.272883189,-0.288996271,-0.292490307,-0.261730425,-0.194310048,-0.425024444,-0.271881607,-0.268657148,-0.299678475,-0.288556908,-0.267280662,-0.215016154,-0.423630502,-0.270891125,-0.266828296,-0.25765403,-0.279697325,-0.244226754,-0.192456078,-0.442856817,-0.26569813,-0.267712161,-0.245843095,-0.26688765,-0.263395514,-0.217676233,-0.391692939,-0.251437277,-0.271810892,-0.258085398,-0.26688765
Memon Co-Op. Bank Ltd.,0,-1.39E-17,0,4.71E-17,0,0,-0.30090429,-0.357815156,-0.033486784,-0.511602092,-0.290293176,-0.285591826,-0.278887907,-0.29917279,-0.295700596,-0.072026843,-0.448161525,-0.282559439,-0.273024924,-0.289761825,-0.293455265,-0.259719759,-0.200538707,-0.4482732,-0.274958143,-0.268756167,-0.300270568,-0.289425134,-0.266181179,-0.21852864,-0.44413901,-0.27408033,-0.26675871,-0.258282676,-0.280382762,-0.24288316,-0.195446405,-0.462755639,-0.268927463,-0.267622855,-0.246194555,-0.267487016,-0.261932221,-0.219793209,-0.481053759,-0.25431132,-0.271646294,-0.258031274,-0.267487016
Mizuho Bank Ltd.,-0.394865447,0.07365819,2.465645498,-0.252483953,-0.293964713,-0.198940996,-0.264584142,5.89E-17,0.084651667,1.765415283,-0.234975142,-0.26315428,-0.179620019,-0.262528855,3.33E-17,-0.013350248,1.152911838,-0.225667179,-0.250327767,-0.193963728,-0.257533557,3.48E-17,-0.13339803,1.070623873,-0.219717141,-0.252484813,-0.195787094,-0.25014585,-0.267291337,-0.16874074,0.895447821,-0.218933729,-0.247372664,-0.146929467,-0.234972949,-0.244417606,-0.12118909,0.838933647,-0.209997648,-0.23016205,-0.200245507,-0.240495149,6.99E-17,-0.185802189,0.732974868,-0.203349028,-0.244454892,-0.222656601,-0.240495149
Model Co-Op. Bank Ltd.,-0.402272585,-0.01187793,-0.541587975,-0.299882554,-0.306867254,-0.272860327,-0.300978552,-0.357835893,-0.034989492,-0.509573953,-0.291135885,-0.285387482,-0.279080758,-0.299263593,-0.295606805,-0.07319282,-0.446630208,-0.283475945,-0.272856656,-0.289870874,-0.293679534,-0.261313579,-0.200876323,-0.446580838,-0.27599072,-0.268632417,-0.300393335,-0.28968993,-0.266629512,-0.21880453,-0.442391076,-0.274994299,-0.266679296,-0.258327656,-0.280681745,-0.243997733,-0.195298552,-0.460252777,-0.26969465,-0.267575909,-0.246919615,-0.267653828,-0.263094247,-0.220280661,-0.477929283,-0.254923536,-0.271597151,-0.258966372,-0.267653828
Mogaveera Co-Op. Bank Ltd.,-0.396803516,-0.012411613,-0.52958856,-0.297812138,-0.304029343,-0.271705535,-0.29818976,-0.354517958,-0.03473828,-0.500189128,-0.289253136,-0.282487427,-0.277700397,-0.296687621,-0.291409689,-0.07011624,-0.438615791,-0.280941568,-0.270490809,-0.285811745,-0.291172819,-0.257978816,-0.199346718,-0.439157411,-0.273716933,-0.266768214,-0.296033197,-0.287964391,-0.265263163,-0.219606654,-0.436266702,-0.273182831,-0.264949338,-0.253994878,-0.279381274,-0.243303033,-0.196340915,-0.455392519,-0.268280088,-0.266170824,-0.246272042,-0.266962947,-0.262442529,-0.220814471,-0.474381825,-0.253713824,-0.270544436,-0.258506317,-0.266962947
Mumbai District Central Co-Op. Bank Ltd.,-0.399591148,-0.011887723,-0.480720373,-0.265615388,-0.292384525,-0.271278334,-0.281342085,5.89E-17,-0.028439694,-0.433410189,-0.258726858,-0.263790078,-0.276120235,-0.279425422,-0.295958519,-0.058837867,-0.393965537,-0.255858544,-0.251895133,-0.287649369,-0.274883296,3.48E-17,-0.19538146,-0.3930443,-0.253902138,-0.249903098,-0.294268424,-0.269732387,-3.03E-17,-0.211031078,-0.38157001,-0.254479396,-0.248343268,-0.251180605,-0.265527769,-0.244188584,-0.182426101,-0.392063694,-0.250139072,-0.25074661,-0.240468797,-0.255203137,-0.263456997,-0.194438665,-0.404206806,-0.235797388,-0.25612671,-0.251924411,-0.255203137
N K G S B Co-Op. Bank Ltd.,-0.400865495,0.025073478,-0.452457942,-0.268415443,-0.274331166,-0.262850021,-0.268746332,-0.357545574,-0.003185973,-0.43989874,-0.259868424,-0.256242539,-0.271755895,-0.269510574,-0.295290263,-0.050123917,-0.397438627,-0.254589634,-0.24467007,-0.282805529,-0.265655254,-0.2613381,-0.185707745,-0.39905493,-0.251354313,-0.243976145,-0.297393862,-0.264810382,-0.265562052,-0.203855388,-0.402325078,-0.251840187,-0.246898379,-0.255767009,-0.262778402,-0.244295461,-0.183510972,-0.424596621,-0.248532086,-0.249871703,-0.243574285,-0.253958531,-0.263346327,-0.214523948,-0.443041293,-0.238613845,-0.255466277,-0.255726837,-0.253958531
N S D L Payments Bank Ltd.,0,-0.012969777,-0.444029663,-0.300281009,0,-0.272788202,-0.301356491,5.89E-17,-0.038858167,-0.426876735,-0.291890415,-0.285964566,-0.278852291,-0.299588868,3.33E-17,-0.078750279,-0.370164347,-0.284793478,-0.273397745,-0.289661618,-0.291824625,-0.261595563,-0.205475471,-0.359316881,-0.277570276,-0.269121409,-0.294369451,-0.279301052,-0.267248639,-0.220970776,-0.3656801,-0.276672063,-0.267139286,-0.252982542,-0.2647573,0,-0.194049194,-0.386544563,-0.270934381,-0.268106612,-0.236619338,-0.251604623,6.99E-17,-0.220366352,-0.410008835,-0.255902044,-0.272072707,-0.253783782,-0.251604623
Nainital Bank Ltd.,-0.35413946,0.011545355,-0.469255144,-0.271933235,-0.273227503,-0.260125918,-0.27238869,-0.314287989,-0.023593574,-0.454941401,-0.264408471,-0.254783717,-0.264253816,-0.271080048,-0.270471,-0.098437486,-0.408315713,-0.262033131,-0.244373144,-0.276816674,-0.271144975,-0.22731616,-0.195770751,-0.410487107,-0.257539905,-0.245457628,-0.288935743,-0.2692559,-0.233292742,-0.209319539,-0.410809383,-0.257619511,-0.245472453,-0.246075568,-0.26311792,-0.221576505,-0.186985517,-0.413305933,-0.251851627,-0.248039341,-0.237359619,-0.251538593,-0.242540517,-0.213990138,-0.434968732,-0.240009518,-0.253027243,-0.249881435,-0.251538593
National Australia Bank Ltd.,0,-0.016710452,-0.394518474,-0.300664975,0,-0.272521102,-0.298803745,5.89E-17,-0.030563582,0.011194002,-0.291378021,-0.285962983,-0.27820511,-0.297086749,3.33E-17,-0.068216533,-0.080556016,-0.283083095,-0.273396913,-0.289397837,-0.291775496,-0.261705904,-0.196421867,-0.099546856,-0.275157643,-0.269140964,-0.300163147,-0.288086604,-3.03E-17,-0.215067245,-0.13657744,-0.273793544,-0.267175615,-0.25809625,-0.279547376,0,-0.193716525,-0.163918203,-0.268398504,-0.268109965,-0.24677571,-0.267027355,6.99E-17,-0.219095043,-0.202368831,-0.253748894,0,-0.258854377,-0.267027355
National Bank Of Abu Dhabi,0,-1.39E-17,0,4.71E-17,0,0,-4.02E-17,5.89E-17,0,0,0,0,3.95E-17,-0.299394349,-0.288302884,-0.075201496,-0.339101242,-0.28413299,0,-0.289434678,-0.292854838,-0.244529422,-0.199405284,-0.111183715,-0.276365969,0,-0.299947027,-0.287583201,-0.255282414,-0.214474592,0.137918676,-0.274785992,0,-0.257234572,-0.275710576,-0.241562468,-0.184082054,0.397510093,-0.26780112,-0.267678786,-0.239902402,-0.259626214,-0.261993704,-0.206047616,0.32126626,-0.251274914,-0.271341136,-0.228663543,-0.259626214
National Co-Op. Bank Ltd.,-0.398874328,-0.012602564,-0.539926061,-0.29736711,-0.304509221,-0.272174744,-0.299157814,-0.355119333,-0.034820495,-0.508556141,-0.288900895,-0.283358766,-0.278516973,-0.29760493,-0.29401237,-0.071921506,-0.44595664,-0.281350769,-0.271111043,-0.28947815,-0.292135902,-0.259437775,-0.198206405,-0.446256344,-0.274021663,-0.26760184,-0.296982721,-0.288292476,-0.266010385,-0.220378124,-0.442364659,-0.273468002,-0.265709271,-0.25599679,-0.279831121,-0.243432812,-0.194041801,-0.461078508,-0.268144637,-0.266788396,-0.245409535,-0.267194631,-0.262854464,-0.220047471,-0.47952943,-0.253760801,-0.270988646,-0.257002084,-0.267194631
Natwest Markets P L C,0,-1.39E-17,-0.397407039,4.71E-17,0,0,-0.300433082,-0.354435009,-0.044115362,1.584663862,-0.292259338,-0.283628328,-0.220414958,-0.291259234,-0.274046756,-0.139493668,1.025817799,-0.292322171,-0.273158533,-0.247385962,-0.285512083,-0.223883316,-0.16879597,0.950051842,-0.280073159,-0.269041433,-0.271041846,-0.283104584,-3.03E-17,-0.227597242,0.789110021,-0.281952418,0,-0.232226937,-0.276100991,-0.243524421,-0.190635638,0.735601816,-0.274988432,3.81E-17,-0.224769777,-0.265965548,-0.263235658,-0.231773017,0.636598941,-0.260810603,0,-0.237941244,-0.265965548
Nedungadi Bank Ltd. [Merged],-0.395449523,-0.010325844,-0.53583063,-0.298836738,-0.304656295,-0.271377407,-0.296393777,-0.351200022,-0.032559581,-0.505308123,-0.290128257,-0.282393193,-0.27642341,-0.293394913,-0.291292451,-0.070777323,-0.443730705,-0.28244025,-0.268927601,-0.287091598,-0.286823571,-0.256470817,-0.196135927,-0.444084729,-0.274361471,-0.26406767,-0.296899597,-0.282879435,-0.262402371,-0.236374626,-0.44044061,-0.275786514,-0.262104878,-0.255717693,-0.274550301,-0.240279947,-0.195309641,-0.459191735,-0.270364646,-0.264396228,-0.245096357,-0.265251962,-0.261391171,-0.230511541,-0.477765677,-0.25703339,-0.269063776,-0.257095344,-0.265251962
New India Co-Op. Bank Ltd.,-0.402803563,0.005777665,-0.509141082,-0.287517499,-0.295052682,-0.269291332,-0.288967168,-0.358084738,-0.025416007,-0.495017745,-0.280371802,-0.275064505,-0.275544288,-0.289012976,-0.295911624,-0.074616692,-0.436200414,-0.27298302,-0.263403589,-0.287073177,-0.284424865,-0.261669124,-0.200004724,-0.436007322,-0.268026071,-0.261578776,-0.299135615,-0.282207988,-0.266757607,-0.217049564,-0.43498547,-0.267809788,-0.260012089,-0.256691552,-0.275112609,-0.244417606,-0.194812485,-0.457865432,-0.263001387,-0.261778344,-0.244705692,-0.263343582,-0.263383217,-0.224754828,-0.476233367,-0.24962509,-0.266628246,-0.257107418,-0.263343582
North East Small Finance Bank Ltd.,0,-0.012382236,-0.43671922,-0.300085404,0,-0.272707359,-0.297027212,-0.357047883,-0.025676355,-0.293371244,-0.290333691,-0.285428394,-0.276704,-0.288277273,-0.295454396,-0.06029443,-0.29470884,-0.28120232,-0.272387871,-0.286378358,-0.282078664,-0.258040117,-0.196838718,-0.302710129,-0.27360476,-0.266298106,-0.296525542,-0.278187308,-0.261708522,-0.217220718,-0.315756105,-0.272692582,-0.263473832,-0.25718363,-0.271249597,-0.240486066,-0.218313717,-0.331943667,-0.270890533,-0.264158567,-0.24220073,-0.260802241,-0.254117745,-0.250529396,-0.343429158,-0.26044323,-0.267477963,-0.252609706,-0.260802241
Oriental Bank Of Commerce [Merged],1.124845718,0.637795098,-0.257301749,0.345917433,0.511816541,0.07145535,0.600113951,1.004280337,0.484550208,-0.288536638,0.33447549,0.54206183,0.200279977,0.575297592,0.263137284,0.106843422,-0.291309421,0.29624895,0.497678533,0.165338082,0.521843338,0.062599806,-0.147405624,-0.288726929,0.257951312,0.398380652,0.020637297,0.472255435,0.082568619,-0.498538957,-0.292517826,0.169634153,0.368776284,0.001539851,0.330909298,0.007979613,-1.280737235,-0.192831607,0.041579499,0.275024527,-0.038701547,0.181883793,0.4256494,-0.212881781,0.064931512,0.124349356,0.267582241,0.000847997,0.181883793
Oversea-Chinese Banking Corpn. Ltd.,0,-0.013434913,-0.510674395,-0.300196661,-0.307372467,-0.272837342,-0.301446223,5.89E-17,-0.035697455,-0.484682464,-0.291482406,-0.28593461,-0.279136355,-0.299571515,-0.295923348,-0.072855014,-0.429227923,-0.283726801,-0.27334328,-0.28991803,-0.293903053,-0.261681384,-0.201224273,-0.430326179,-0.276213604,-0.269102749,-0.300333231,-0.289998373,-0.267248639,-0.218952693,-0.428306337,-0.275218109,-0.267151811,-0.258291889,-0.281137992,-0.24442524,-0.195840063,-0.447400474,-0.269951309,-0.268162281,-0.246886406,-0.268224698,-0.2634447,-0.220619209,-0.466768159,-0.25518743,0,-0.259046725,-0.268224698
